,Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Date,Day,Hour
171,172,2023-03-01 09:50:00,Truck,FTG-142-QAZ-651,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",73,KA60AB2345,1,2023-03-01,1,9
1386,1387,2023-03-01 14:45:00,Bus ,FTG-374-TUV-123,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",69,KA49ST8902,1,2023-03-01,1,14
2759,2760,2023-03-01 15:48:00,Bus ,FTG-260-QAZ-110,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA91YZ5566,0,2023-03-01,1,15
1559,1560,2023-03-01 17:15:00,Sedan,FTG-829-NOP-345,A-101,Regular,Medium,110,110,"12.936687032945434, 77.53113977439017",68,KA91GH5678,0,2023-03-01,1,17
694,695,2023-03-01 17:20:00,Car,FTG-720-ABC-360,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",56,GA04GH1122,0,2023-03-01,1,17
604,605,2023-03-01 17:20:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",45,KA58YZ0113,0,2023-03-01,1,17
2872,2873,2023-03-01 18:43:00,Car,FTG-373-KJH-391,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",62,KA99DE4567,0,2023-03-01,1,18
605,606,2023-03-02 00:10:00,Truck,FTG-686-PLM-433,C-103,Regular,Large,290,110,"13.042660878688794, 77.47580097259879",55,KA61AB2745,1,2023-03-02,2,0
695,696,2023-03-02 00:10:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",50,GA05IJ3344,0,2023-03-02,2,0
4613,4614,2023-03-02 06:39:00,SUV,FTG-073-KJH-109,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",81,KA90YZ0123,0,2023-03-02,2,6
4977,4978,2023-03-02 08:45:00,SUV,FTG-437-NJI-109,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",76,AP45IJ0123,0,2023-03-02,2,8
261,262,2023-03-02 14:30:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",79,KA73GH4167,0,2023-03-02,2,14
434,435,2023-03-02 14:30:00,Bus ,FTG-435-EDC-792,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",68,KA67IJ6789,0,2023-03-02,2,14
172,173,2023-03-02 14:30:00,Van,FTG-143-KJH-322,B-102,Express,Medium,140,100,"13.059816123454882, 77.77068662374292",68,KA54CD6789,1,2023-03-02,2,14
55,56,2023-03-02 14:30:00,SUV,FTG-046-LMK-212,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",92,KA69ST6789,0,2023-03-02,2,14
1387,1388,2023-03-02 19:15:00,Car,FTG-607-WXY-456,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,KA52UV2345,0,2023-03-02,2,19
1560,1561,2023-03-02 19:30:00,SUV,FTG-062-QRS-678,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",72,KA04AB1234,0,2023-03-02,2,19
4656,4657,2023-03-02 22:41:00,Bus ,FTG-116-NBH-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",59,TN23ST7890,0,2023-03-02,2,22
4784,4785,2023-03-02 23:48:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",55,TN01KL4567,0,2023-03-02,2,23
4398,4399,2023-03-03 00:28:00,Car,FTG-388-YSX-876,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",52,MH89AB0123,0,2023-03-03,3,0
2298,2299,2023-03-03 03:45:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",49,AP90QR3456,0,2023-03-03,3,3
696,697,2023-03-03 06:05:00,Truck,FTG-877-LMK-129,C-103,Express,Large,290,60,"13.042660878688794, 77.47580097259879",45,GA06KL5566,1,2023-03-03,3,6
606,607,2023-03-03 06:05:00,Van,FTG-687-HGT-102,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",48,KA64CD6489,0,2023-03-03,3,6
4742,4743,2023-03-03 07:46:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",69,TN89CD6789,0,2023-03-03,3,7
56,57,2023-03-03 18:05:00,Bus ,FTG-057-PRN-887,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",50,KA72UV0123,0,2023-03-03,3,18
262,263,2023-03-03 18:05:00,Truck,FTG-263-ZXC-318,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",61,KA76IJ8101,1,2023-03-03,3,18
435,436,2023-03-03 18:05:00,Car,FTG-360-PQR-680,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",96,KA70KL0123,1,2023-03-03,3,18
173,174,2023-03-03 18:05:00,Sedan,FTG-144-VFR-092,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",91,KA57EF0123,1,2023-03-03,3,18
1561,1562,2023-03-03 21:45:00,Bus ,FTG-295-TUV-901,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",60,KA07CD5678,0,2023-03-03,3,21
1388,1389,2023-03-03 23:30:00,Motorcycle,FTG-840-ZAB-789,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",47,KA55WX6789,0,2023-03-03,3,23
1389,1390,2023-03-04 03:00:00,Truck,FTG-073-CDE-012,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,KA58YZ0123,0,2023-03-04,4,3
607,608,2023-03-04 11:50:00,Sedan,FTG-688-WSX-872,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",60,KA67EF0323,0,2023-03-04,4,11
697,698,2023-03-04 11:50:00,Van,FTG-878-NJH-872,B-102,Regular,Medium,110,0,"13.042660878688794, 77.47580097259879",55,GA07MN7788,1,2023-03-04,4,11
4570,4571,2023-03-04 14:37:00,Sedan,FTG-640-POU-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",65,TN23OP6789,0,2023-03-04,4,14
3259,3260,2023-03-04 16:53:00,Truck,FTG-516-NBH-422,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",33,GJ56MN4567,0,2023-03-04,4,16
4527,4528,2023-03-04 22:35:00,Van,FTG-517-LKI-109,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",89,HR78IJ2345,1,2023-03-04,4,22
263,264,2023-03-04 23:45:00,Van,FTG-264-OKM-196,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",89,KA79KL2145,0,2023-03-04,4,23
436,437,2023-03-04 23:45:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",46,KA73MN4567,0,2023-03-04,4,23
57,58,2023-03-04 23:45:00,Car,FTG-558-VFR-652,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",75,KA75WX3456,1,2023-03-04,4,23
174,175,2023-03-04 23:45:00,SUV,FTG-145-YUI-764,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",52,KA70GH4467,1,2023-03-04,4,23
1562,1563,2023-03-05 00:15:00,Car,FTG-528-WXY-234,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",75,KA10EF9012,0,2023-03-05,5,0
2308,2309,2023-03-05 02:15:00,Sedan,FTG-268-DCV-846,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,GA93KL1234,0,2023-03-05,5,2
437,438,2023-03-05 03:15:00,Truck,FTG-438-LKJ-972,C-103,Regular,Large,350,120,"13.059816123454882, 77.77068662374292",81,KA76OP8901,1,2023-03-05,5,3
58,59,2023-03-05 03:15:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",58,KA78YZ6789,0,2023-03-05,5,3
175,176,2023-03-05 03:15:00,Bus ,FTG-146-CDE-431,C-103,Regular,Large,350,90,"13.059816123454882, 77.77068662374292",82,KA73IJ8801,1,2023-03-05,5,3
264,265,2023-03-05 03:15:00,Sedan,FTG-265-LKJ-766,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",44,KA82MN6189,0,2023-03-05,5,3
4291,4292,2023-03-05 05:39:00,SUV,FTG-095-CDE-555,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",46,GA67AB4567,0,2023-03-05,5,5
1390,1391,2023-03-05 07:15:00,Van,FTG-306-FGH-345,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",61,KA61AB2345,1,2023-03-05,5,7
3878,3879,2023-03-05 13:24:00,SUV,FTG-557-PLN-109,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",62,TN34BC0123,0,2023-03-05,5,13
4161,4162,2023-03-05 14:07:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",68,DL89EF2345,0,2023-03-05,5,14
4441,4442,2023-03-05 16:30:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",95,KL12IJ3456,0,2023-03-05,5,16
608,609,2023-03-05 18:35:00,SUV,FTG-689-QAZ-542,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",42,KA70GH2567,0,2023-03-05,5,18
698,699,2023-03-05 18:35:00,Sedan,FTG-380-DEF-920,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",48,GA08OP9900,0,2023-03-05,5,18
699,700,2023-03-06 01:20:00,SUV,FTG-880-TGB-212,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",60,GA09QR1122,0,2023-03-06,6,1
609,610,2023-03-06 01:20:00,Bus ,FTG-690-RFD-211,C-103,Regular,Large,290,90,"13.042660878688794, 77.47580097259879",57,KA73IJ8501,1,2023-03-06,6,1
1563,1564,2023-03-06 02:30:00,Motorcycle,FTG-761-ZAB-567,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",78,KA14GH3456,0,2023-03-06,6,2
176,177,2023-03-06 07:55:00,Car,FTG-147-LMK-110,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",56,KA76KL2245,0,2023-03-06,6,7
265,266,2023-03-06 07:55:00,SUV,FTG-266-HGT-437,B-102,Regular,Large,180,140,"13.059816123454882, 77.77068662374292",78,KA85OP0113,1,2023-03-06,6,7
438,439,2023-03-06 07:55:00,Van,FTG-439-UTY-942,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",60,KA79QR2345,0,2023-03-06,6,7
59,60,2023-03-06 07:55:00,Truck,FTG-060-QAZ-092,C-103,Regular,Large,350,90,"13.059816123454882, 77.77068662374292",89,KA81AB0123,1,2023-03-06,6,7
4226,4227,2023-03-06 10:24:00,Van,FTG-030-MNO-000,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",51,KA23WX9345,0,2023-03-06,6,10
1391,1392,2023-03-06 11:30:00,Sedan,FTG-539-IJK-678,A-101,Regular,Medium,120,90,"12.84197701525119, 77.67547528176169",89,KA64CD6789,1,2023-03-06,6,11
3965,3966,2023-03-06 12:53:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",91,GA12DE3456,0,2023-03-06,6,12
4699,4700,2023-03-06 14:43:00,Car,FTG-159-WSX-543,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",88,WB34EF2345,0,2023-03-06,6,14
4827,4828,2023-03-06 15:50:00,Truck,FTG-287-HGT-101,C-103,Regular,Large,330,60,"13.21331620748757, 77.55413526894684",76,MH45GH0123,1,2023-03-06,6,15
2317,2318,2023-03-07 00:45:00,Bus ,FTG-277-LMK-109,C-103,Regular,Large,330,100,"13.21331620748757, 77.55413526894684",81,GA96CD5678,1,2023-03-07,7,0
1564,1565,2023-03-07 04:45:00,Truck,FTG-994-CDE-890,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",68,KA17IJ7890,0,2023-03-07,7,4
610,611,2023-03-07 07:10:00,Car,FTG-340-MNO-890,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",49,KA76KL2545,0,2023-03-07,7,7
700,701,2023-03-07 07:10:00,Bus ,FTG-881-BVC-972,C-103,Express,Large,290,100,"13.042660878688794, 77.47580097259879",42,GA10ST3344,1,2023-03-07,7,7
4484,4485,2023-03-07 07:33:00,Truck,FTG-474-VFR-098,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",68,MP12AB4567,0,2023-03-07,7,7
4870,4871,2023-03-07 07:52:00,Van,FTG-330-LPO-211,B-102,Express,Medium,125,90,"13.21331620748757, 77.55413526894684",56,MH78OP2345,1,2023-03-07,7,7
60,61,2023-03-07 12:30:00,Van,FTG-061-POU-764,B-102,Express,Medium,140,90,"13.059816123454882, 77.77068662374292",44,KA84CD4567,1,2023-03-07,7,12
177,178,2023-03-07 12:30:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,KA79MN6689,0,2023-03-07,7,12
266,267,2023-03-07 12:30:00,Bus ,FTG-267-MKF-105,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",67,KA88QR4167,0,2023-03-07,7,12
439,440,2023-03-07 12:30:00,Sedan,FTG-440-POU-912,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",88,KA82ST6789,0,2023-03-07,7,12
3304,3305,2023-03-07 14:55:00,SUV,FTG-561-POU-987,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",45,KA34VW5678,0,2023-03-07,7,14
1392,1393,2023-03-07 15:45:00,SUV,FTG-772-LMN-901,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",54,KA67EF0123,0,2023-03-07,7,15
4913,4914,2023-03-08 01:54:00,Sedan,FTG-373-KJH-321,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",75,AP01KL4567,0,2023-03-08,8,1
1565,1566,2023-03-08 07:15:00,Van,FTG-227-FGH-123,B-102,Regular,Medium,120,90,"12.936687032945434, 77.53113977439017",65,KA20KL2345,1,2023-03-08,8,7
701,702,2023-03-08 13:05:00,Car,FTG-882-XCV-672,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",57,GA11UV5566,0,2023-03-08,8,13
611,612,2023-03-08 13:05:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",52,KA79MN6589,0,2023-03-08,8,13
4074,4075,2023-03-08 15:37:00,SUV,FTG-018-UYT-654,B-102,Express,Large,140,120,"12.936687032945434, 77.53113977439017",80,KA01VW8901,1,2023-03-08,8,15
440,441,2023-03-08 16:05:00,SUV,FTG-441-ZXC-992,B-102,Express,Large,180,100,"13.059816123454882, 77.77068662374292",53,KA85UV0123,1,2023-03-08,8,16
178,179,2023-03-08 16:05:00,Truck,FTG-139-RFD-443,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,KA82OP1123,0,2023-03-08,8,16
267,268,2023-03-08 16:05:00,Car,FTG-268-DCV-877,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",95,KA91ST8903,0,2023-03-08,8,16
61,62,2023-03-08 16:05:00,Sedan,FTG-052-NJH-434,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",78,KA87EF8901,0,2023-03-08,8,16
1393,1394,2023-03-08 20:15:00,Bus ,FTG-384-ABC-567,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",78,KA70GH4567,1,2023-03-08,8,20
4334,4335,2023-03-08 20:40:00,Bus ,FTG-118-ZAB-888,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",45,GA89IJ2345,0,2023-03-08,8,20
2327,2328,2023-03-08 23:15:00,Truck,FTG-287-HGT-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",76,MH99WX5678,0,2023-03-08,8,23
1394,1395,2023-03-09 00:30:00,Car,FTG-617-DEF-890,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",65,KA73IJ8901,0,2023-03-09,9,0
1566,1567,2023-03-09 09:30:00,Sedan,FTG-460-IJK-456,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",70,KA23MN6789,0,2023-03-09,9,9
702,703,2023-03-09 18:50:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",49,GA12WX7788,0,2023-03-09,9,18
612,613,2023-03-09 18:50:00,Truck,FTG-693-NBH-121,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",46,KA82OP0023,0,2023-03-09,9,18
179,180,2023-03-09 21:45:00,Van,FTG-140-TGB-211,B-102,Regular,Medium,140,120,"13.059816123454882, 77.77068662374292",94,KA85QR3567,1,2023-03-09,9,21
268,269,2023-03-09 21:45:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,KA94UV2145,0,2023-03-09,9,21
441,442,2023-03-09 21:45:00,Bus ,FTG-442-VBN-692,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",77,KA88WX3456,0,2023-03-09,9,21
62,63,2023-03-09 21:45:00,SUV,FTG-053-ZXC-104,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,KA90GH2345,0,2023-03-09,9,21
4999,5000,2023-03-10 00:59:00,Bus ,FTG-459-WSX-543,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",86,KA37AB3456,1,2023-03-10,10,0
703,704,2023-03-10 01:35:00,Truck,FTG-884-POU-072,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",52,GA13YZ9900,0,2023-03-10,10,1
613,614,2023-03-10 01:35:00,Van,FTG-590-IJK-420,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",58,KA85QR4267,0,2023-03-10,10,1
63,64,2023-03-10 03:25:00,Bus ,FTG-054-OKM-874,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",95,KA93IJ6789,0,2023-03-10,10,3
442,443,2023-03-10 03:25:00,Car,FTG-443-QWE-392,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",64,KA91YZ6789,0,2023-03-10,10,3
180,181,2023-03-10 03:25:00,Sedan,FTG-141-BVC-988,A-101,Express,Medium,160,120,"13.059816123454882, 77.77068662374292",49,KA88ST8801,1,2023-03-10,10,3
269,270,2023-03-10 03:25:00,Truck,FTG-053-PQR-787,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,KA97WX6719,0,2023-03-10,10,3
2829,2830,2023-03-10 03:48:00,Bus ,FTG-330-LPO-220,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",92,KA59DE4567,0,2023-03-10,10,3
1395,1396,2023-03-10 04:00:00,Motorcycle,FTG-850-GHI-123,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",92,KA76KL2345,0,2023-03-10,10,4
3238,3239,2023-03-10 06:20:00,Truck,FTG-019-FRD-513,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",42,GJ45AB6789,0,2023-03-10,10,6
2964,2965,2023-03-10 09:43:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,KA01HN8901,0,2023-03-10,10,9
3769,3770,2023-03-10 10:39:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",90,AP78GH6789,0,2023-03-10,10,10
2163,2164,2023-03-10 10:45:00,Bus ,FTG-123-NMK-300,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,GA45IJ7890,0,2023-03-10,10,10
3146,3147,2023-03-10 11:23:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",40,KL67EF4567,0,2023-03-10,10,11
1567,1568,2023-03-10 11:45:00,SUV,FTG-693-LMN-789,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",82,KA26OP0123,0,2023-03-10,10,11
3682,3683,2023-03-10 12:10:00,SUV,FTG-036-OKM-432,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,KA67TU4567,0,2023-03-10,10,12
4377,4378,2023-03-10 12:40:00,Car,FTG-161-STU-111,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",57,WB34KL9012,0,2023-03-10,10,12
3704,3705,2023-03-10 17:24:00,Bus ,FTG-058-VFR-876,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",58,KA45LM6789,0,2023-03-10,10,17
2336,2337,2023-03-10 21:45:00,Sedan,FTG-296-LMK-432,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",66,GA02MN5678,0,2023-03-10,10,21
704,705,2023-03-11 07:25:00,Van,FTG-885-ZXC-772,B-102,Express,Medium,110,100,"13.042660878688794, 77.47580097259879",46,GA14AA1122,1,2023-03-11,11,7
614,615,2023-03-11 07:25:00,Sedan,FTG-695-EDC-761,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",53,KA88ST8701,0,2023-03-11,11,7
3747,3748,2023-03-11 07:26:00,Car,FTG-124-CDE-095,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",99,MH89WH6789,0,2023-03-11,11,7
2511,2512,2023-03-11 07:32:00,Van,FTG-011-ZXC-432,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",81,KA35TX3454,0,2023-03-11,11,7
2598,2599,2023-03-11 08:01:00,Bus ,FTG-079-WSX-321,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",64,KA19KL1122,0,2023-03-11,11,8
4030,4031,2023-03-11 08:09:00,Van,FTG-020-TYU-098,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",62,KA67LM2345,0,2023-03-11,11,8
1396,1397,2023-03-11 08:15:00,Truck,FTG-083-JKL-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",51,KA79MN6789,0,2023-03-11,11,8
181,182,2023-03-11 08:55:00,SUV,FTG-142-XCV-658,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",76,KA91UV2245,0,2023-03-11,11,8
64,65,2023-03-11 08:55:00,Car,FTG-055-LKJ-544,A-101,Express,Small,120,90,"13.059816123454882, 77.77068662374292",55,KA96KL0123,1,2023-03-11,11,8
443,444,2023-03-11 08:55:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",91,KA94AB0123,0,2023-03-11,11,8
270,271,2023-03-11 08:55:00,Van,FTG-011-MNO-097,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",62,KA02YZ1123,0,2023-03-11,11,8
3660,3661,2023-03-11 08:56:00,Sedan,FTG-014-KJH-099,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",49,KA89BC1234,0,2023-03-11,11,8
3055,3056,2023-03-11 09:38:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",46,KA89IJ2345,0,2023-03-11,11,9
4635,4636,2023-03-11 09:53:00,Bus ,FTG-095-EDC-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,KA12QR8901,0,2023-03-11,11,9
2624,2625,2023-03-11 10:02:00,Sedan,FTG-125-VBN-755,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",69,KA30GH8901,0,2023-03-11,11,10
2436,2437,2023-03-11 11:15:00,Bus ,FTG-396-LMK-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",74,MH35EF9012,0,2023-03-11,11,11
4052,4053,2023-03-11 12:24:00,Sedan,FTG-536-OKM-432,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",75,KA89DE0123,0,2023-03-11,11,12
2986,2987,2023-03-11 12:53:00,Truck,FTG-487-HGT-189,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",49,KA23BL2345,0,2023-03-11,11,12
2646,2647,2023-03-11 13:16:00,SUV,FTG-127-XCV-109,B-102,Express,Large,180,90,"13.059816123454882, 77.77068662374292",62,KA50UV8901,1,2023-03-11,11,13
3529,3530,2023-03-11 13:59:00,Bus ,FTG-883-LBJ-321,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",94,KA56AA0123,0,2023-03-11,11,13
1568,1569,2023-03-11 14:15:00,Bus ,FTG-926-OPQ-012,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",77,KA29QR4567,0,2023-03-11,11,14
3442,3443,2023-03-11 15:29:00,Van,FTG-795-EDC-765,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",57,KA56OP1234,0,2023-03-11,11,15
4549,4550,2023-03-12 02:48:00,Sedan,FTG-619-FRD-543,A-101,Regular,Medium,115,100,"13.21331620748757, 77.55413526894684",77,TN23AB6789,1,2023-03-12,12,2
2445,2446,2023-03-12 09:45:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",79,MH38WX5678,0,2023-03-12,12,9
4764,4765,2023-03-12 11:59:00,Truck,FTG-224-CDE-099,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",62,TN01UV4567,1,2023-03-12,12,11
3420,3421,2023-03-12 12:15:00,Truck,FTG-773-KJH-321,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",71,KA23UV8901,0,2023-03-12,12,12
1397,1398,2023-03-12 12:30:00,Van,FTG-316-MNO-789,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",76,KA82OP0123,0,2023-03-12,12,12
2395,2396,2023-03-12 12:45:00,Car,FTG-355-ELC-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",82,AP22AB1234,0,2023-03-12,12,12
705,706,2023-03-12 13:20:00,Sedan,FTG-886-PLM-422,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",58,GA15BB3344,0,2023-03-12,12,13
615,616,2023-03-12 13:20:00,SUV,FTG-160-RST-750,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",47,KA91UV2845,0,2023-03-12,12,13
65,66,2023-03-12 13:35:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,KA99MN4567,0,2023-03-12,12,13
182,183,2023-03-12 13:35:00,Bus ,FTG-143-LKJ-327,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",63,KA94WX6689,0,2023-03-12,12,13
271,272,2023-03-12 13:35:00,Sedan,FTG-077-LKI-986,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",87,KA05AB2315,0,2023-03-12,12,13
